master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12
6925c836-ab8b-11e9-a2fc-000d3a38a36f,Ios App,Offline,2017-12-19,2021-04-22,2020-07-01,2021-04-22,2.0,4.0,572.56,167.97,"[ERKEK, COCUK]"
c109302c-f72c-11ea-a533-000d3a38a36f,Ios App,Offline,2020-09-15,2020-12-15,2020-09-15,2020-12-15,2.0,1.0,649.99,798.0,[AKTIFSPOR]
c7cd4332-20bb-11ea-97c9-000d3a38a36f,Ios App,Ios App,2019-05-12,2021-04-29,2021-04-29,2019-05-12,3.0,1.0,104.97,433.64,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
d875bb04-4539-11ea-acaf-000d3a38a36f,Android App,Android App,2019-11-14,2021-02-17,2021-02-17,2019-11-14,6.0,1.0,254.97,610.92,[AKTIFSPOR]
cc7a587e-3110-11ea-b884-000d3a38a36f,Desktop,Desktop,2019-09-05,2021-05-03,2021-05-03,2020-03-08,1.0,2.0,100.48,77.99,[]
e7fa4114-e7cc-11e9-8bb8-000d3a38a36f,Android App,Offline,2020-05-12,2020-08-12,2020-05-16,2020-08-12,5.0,1.0,79.99,324.94,[KADIN]
59fe5f5c-b1c2-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-18,2021-02-26,2021-02-26,2019-07-18,1.0,1.0,219.99,469.89,[AKTIFSPOR]
92a334ee-58f2-11eb-9e65-000d3a38a36f,Android App,Android App,2021-01-28,2021-02-11,2021-02-11,2021-01-28,1.0,1.0,119.87,94.99,"[ERKEK, KADIN]"
12f0df54-accc-11e9-a2fc-000d3a38a36f,Android App,Android App,2021-04-21,2021-04-21,2021-04-21,2021-04-21,1.0,1.0,458.95,287.99,"[KADIN, AKTIFSPOR]"
a0133918-1d60-11ea-a490-000d3a38a36f,Android App,Offline,2019-08-19,2020-10-06,2020-09-12,2020-10-06,1.0,3.0,141.7,59.99,[KADIN]
5366d676-5403-11eb-9e65-000d3a38a36f,Desktop,Offline,2021-01-11,2021-05-24,2021-01-11,2021-05-24,1.0,1.0,319.99,334.9,[AKTIFSPOR]
07ddfcfe-2590-11ea-b1c8-000d3a38a36f,Android App,Android App,2019-09-30,2021-05-08,2021-05-08,2020-07-17,3.0,5.0,406.19,194.46,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
b4e68f92-a534-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-04,2021-01-27,2021-01-27,2019-03-17,6.0,1.0,79.98,657.12,[AKTIFSPOR]
fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f,Android App,Mobile,2017-04-14,2020-11-19,2020-11-19,2019-12-01,3.0,1.0,179.98,270.98,[AKTIFSPOR]
6ece7c1c-4594-11ea-acaf-000d3a38a36f,Desktop,Desktop,2019-08-02,2021-04-20,2021-04-20,2019-08-02,2.0,1.0,89.99,190.77,"[ERKEK, COCUK]"
15fa60d6-9eb1-11e9-9897-000d3a38a36f,Mobile,Offline,2016-03-17,2021-02-02,2016-03-17,2021-02-02,1.0,3.0,320.85,43.19,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
83c57128-1eea-11ea-81ff-000d3a38a36f,Mobile,Mobile,2019-07-28,2021-05-24,2021-05-24,2019-11-10,4.0,3.0,705.92,349.45,"[AKTIFCOCUK, ERKEK, COCUK]"
bb548d60-abb6-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-11,2020-12-22,2020-12-22,2019-07-11,1.0,1.0,69.99,141.97,[COCUK]
9e060288-2eed-11ea-8467-000d3a38a36f,Android App,Android App,2019-08-06,2020-11-23,2020-11-23,2019-08-28,1.0,3.0,134.95,249.96,"[AKTIFCOCUK, ERKEK, COCUK]"
444de882-b067-11e9-9757-000d3a38a36f,Android App,Desktop,2019-07-31,2021-04-28,2021-04-28,2020-02-08,5.0,4.0,262.93,431.94,"[AKTIFCOCUK, ERKEK]"
89cbf714-a6d0-11e9-a2fc-000d3a38a36f,Android App,Android App,2014-07-01,2021-04-28,2021-04-28,2019-12-19,4.0,2.0,219.97,490.92,[AKTIFSPOR]
3af86bfe-5459-11ea-b1db-000d3a38a36f,Android App,Android App,2019-12-25,2020-09-17,2020-09-17,2019-12-25,3.0,1.0,149.99,1301.56,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
9c5d4960-5bd8-11ea-9ccc-000d3a38a36f,Android App,Android App,2019-12-31,2020-07-17,2020-07-17,2019-12-31,4.0,1.0,59.99,464.37,"[ERKEK, AKTIFSPOR]"
6fcc04d0-3050-11ea-bb28-000d3a38a36f,Mobile,Offline,2019-11-17,2020-10-19,2020-06-30,2020-10-19,4.0,2.0,271.46,533.94,"[AKTIFCOCUK, ERKEK, KADIN, AKTIFSPOR]"
eb648a26-a56e-11e9-a2fc-000d3a38a36f,Mobile,Desktop,2017-04-18,2021-05-25,2021-05-25,2019-02-18,9.0,1.0,49.99,1988.66,"[ERKEK, AKTIFSPOR]"
8423eda8-ae37-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-19,2021-05-20,2018-10-19,2021-05-20,1.0,4.0,1075.39,205.97,"[ERKEK, KADIN, AKTIFSPOR]"
af94d3c0-b199-11e9-89fa-000d3a38a36f,Mobile,Mobile,2020-03-09,2021-05-08,2021-05-08,2020-03-09,1.0,1.0,70.49,130.81,[]
7d58deb6-62fa-11ea-a6dc-000d3a38a36f,Mobile,Mobile,2016-06-14,2020-11-23,2020-11-23,2019-11-16,7.0,1.0,139.99,1231.46,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
45beaf52-add9-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-14,2021-05-03,2021-05-03,2019-12-14,6.0,1.0,139.98,650.89,"[AKTIFCOCUK, KADIN]"
56ddd00a-aff6-11e9-9757-000d3a38a36f,Android App,Offline,2020-04-09,2021-03-01,2020-04-09,2021-03-01,1.0,1.0,100.88,172.97,[ERKEK]
a5fc6ee6-a257-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-10,2020-09-11,2020-09-11,2019-07-28,1.0,2.0,412.85,287.93,[AKTIFSPOR]
b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-10-25,2021-05-26,2019-09-04,2021-05-26,3.0,10.0,1350.49,282.96,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
af28d808-9750-11ea-a9c8-000d3a38a36f,Android App,Offline,2019-11-17,2020-12-23,2020-05-11,2020-12-23,1.0,2.0,190.48,359.9,[KADIN]
6d57890e-9f67-11eb-9c47-000d3a38a36f,Ios App,Ios App,2019-07-16,2021-04-19,2021-04-19,2019-07-16,1.0,1.0,79.99,203.24,[]
7bb4c782-a450-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-04-20,2021-03-15,2021-03-09,2021-03-15,9.0,4.0,459.92,676.88,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
4a1ecbbc-5271-11ea-956d-000d3a38a36f,Mobile,Offline,2020-01-07,2020-11-18,2020-01-21,2020-11-18,1.0,3.0,254.96,189.99,"[KADIN, AKTIFSPOR]"
d8f47744-a595-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-27,2021-04-15,2021-04-15,2019-10-26,9.0,1.0,59.99,1401.76,"[AKTIFCOCUK, ERKEK]"
2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-12-20,2021-03-30,2021-03-30,2021-02-09,8.0,1.0,139.99,1372.4,"[ERKEK, AKTIFSPOR]"
0efc89ac-9f16-11e9-9897-000d3a38a36f,Android App,Android App,2019-07-16,2021-02-22,2021-02-22,2019-07-16,4.0,1.0,192.98,653.37,[COCUK]
8c92d204-1eb4-11ea-aa32-000d3a38a36f,Android App,Android App,2019-10-19,2020-07-22,2020-07-22,2020-01-23,4.0,2.0,230.48,424.12,"[ERKEK, KADIN, AKTIFSPOR]"
bfc40df8-3068-11ea-bb28-000d3a38a36f,Desktop,Offline,2019-09-08,2020-09-15,2020-04-10,2020-09-15,1.0,3.0,111.96,209.99,"[AKTIFCOCUK, COCUK]"
de493b6c-a35b-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-28,2020-11-15,2020-11-15,2019-03-28,1.0,1.0,39.99,189.99,[KADIN]
808005da-a511-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-06-21,2020-10-29,2020-10-29,2019-11-16,6.0,2.0,268.97,1029.87,"[COCUK, KADIN]"
cae701dc-d621-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-16,2021-03-19,2021-03-19,2019-08-16,1.0,1.0,49.99,89.99,[ERKEK]
acff824a-1dc3-11ea-8bf2-000d3a38a36f,Android App,Android App,2019-05-18,2020-11-28,2020-11-28,2019-11-02,3.0,3.0,249.97,329.97,"[ERKEK, KADIN]"
4e24ed86-9e9e-11e9-9897-000d3a38a36f,Desktop,Offline,2016-06-24,2021-05-28,2016-06-24,2021-05-28,1.0,3.0,395.95,119.99,"[ERKEK, AKTIFSPOR]"
bac9d616-a837-11e9-a2fc-000d3a38a36f,Mobile,Offline,2020-03-30,2020-11-26,2020-03-30,2020-11-26,1.0,2.0,459.98,207.99,[AKTIFSPOR]
4e18b218-5650-11ea-b9b9-000d3a38a36f,Ios App,Offline,2019-12-17,2020-11-24,2020-04-13,2020-11-24,2.0,3.0,189.97,401.15,[COCUK]
5261c16e-9c93-11ea-a27a-000d3a38a36f,Android App,Offline,2020-05-21,2020-06-30,2020-05-21,2020-06-30,1.0,1.0,220.48,335.98,"[KADIN, AKTIFSPOR]"
20a9824c-ab17-11e9-a2fc-000d3a38a36f,Android App,Android App,2017-09-19,2021-02-22,2021-02-22,2019-08-05,3.0,1.0,190.73,440.95,[AKTIFSPOR]
9c328802-a6ce-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-06-28,2021-04-09,2014-06-28,2021-04-09,1.0,2.0,690.78,154.99,[]
b74c85fa-43a0-11eb-806e-000d3a38a36f,Android App,Offline,2020-02-22,2021-03-03,2020-12-21,2021-03-03,6.0,4.0,334.96,564.88,[COCUK]
72b33428-f9a1-11ea-9564-000d3a38a36f,Android App,Android App,2020-09-18,2020-12-24,2020-12-24,2020-09-21,1.0,2.0,460.63,228.99,"[KADIN, AKTIFSPOR]"
f9adaeba-bbb5-11ea-a0c9-000d3a38a36f,Desktop,Offline,2019-09-08,2021-04-06,2021-03-31,2021-04-06,2.0,3.0,270.47,264.91,[AKTIFSPOR]
8b607a4a-abae-11e9-a2fc-000d3a38a36f,Android App,Android App,2018-01-14,2020-12-22,2020-12-22,2019-05-07,4.0,1.0,289.96,339.97,"[COCUK, KADIN]"
861090c6-a923-11e9-a2fc-000d3a38a36f,Desktop,Offline,2016-09-22,2021-01-13,2016-09-22,2021-01-13,1.0,1.0,799.99,279.0,[]
41272966-a0cc-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-05,2021-04-20,2021-04-20,2019-02-05,1.0,1.0,119.99,359.2,[]
bd2305fe-6051-11ea-8dd8-000d3a38a36f,Mobile,Offline,2020-01-26,2021-02-17,2020-01-26,2021-02-17,1.0,1.0,219.87,167.99,"[KADIN, AKTIFSPOR]"
fdb7846a-319d-11ea-9c9f-000d3a38a36f,Android App,Android App,2019-08-09,2020-06-12,2020-06-12,2019-08-09,1.0,1.0,104.98,359.9,[AKTIFSPOR]
5bc87a7c-9de8-11e9-9897-000d3a38a36f,Mobile,Offline,2017-10-20,2020-09-21,2019-01-10,2020-09-21,2.0,5.0,437.34,359.98,[COCUK]
804e7e88-18fd-11ea-9213-000d3a38a36f,Android App,Android App,2019-09-11,2021-05-21,2021-05-21,2019-10-20,8.0,2.0,169.98,1338.73,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
215ed4a8-a595-11e9-a2fc-000d3a38a36f,Mobile,Offline,2019-02-21,2021-04-26,2019-02-21,2021-04-26,1.0,2.0,301.85,209.94,"[KADIN, AKTIFSPOR]"
36c7a90a-a0f9-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-02-15,2021-05-17,2021-05-17,2020-03-04,2.0,4.0,706.89,810.66,"[ERKEK, AKTIFSPOR]"
63695372-a1c7-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-27,2021-05-24,2021-05-24,2020-10-12,1.0,3.0,400.38,83.99,"[ERKEK, COCUK, KADIN]"
1f65610c-526b-11ea-956d-000d3a38a36f,Mobile,Mobile,2020-01-08,2021-02-10,2021-02-10,2020-01-08,3.0,1.0,369.98,519.39,[AKTIFSPOR]
c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f,Android App,Offline,2020-05-21,2021-02-11,2020-05-21,2021-02-11,1.0,1.0,119.99,112.49,[]
552c4978-ace8-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-14,2020-11-29,2020-11-29,2019-02-14,2.0,1.0,69.98,495.46,"[KADIN, AKTIFSPOR]"
ef770b48-e155-11e9-957d-000d3a38a36f,Mobile,Offline,2019-09-06,2020-07-20,2019-09-28,2020-07-20,1.0,4.0,279.95,115.0,"[KADIN, AKTIFSPOR]"
88667a54-1311-11ea-a001-000d3a38a36f,Android App,Offline,2019-04-17,2021-03-11,2020-05-18,2021-03-11,1.0,4.0,424.73,175.97,"[AKTIFCOCUK, AKTIFSPOR]"
c51201f2-1155-11ea-8872-000d3a38a36f,Mobile,Mobile,2019-09-11,2021-03-21,2021-03-21,2019-11-08,3.0,2.0,239.96,309.95,"[KADIN, AKTIFSPOR]"
a7ab666a-ae60-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-07-10,2021-03-29,2021-03-29,2019-07-10,2.0,1.0,356.95,698.94,"[AKTIFCOCUK, ERKEK]"
b050a646-2254-11ea-8523-000d3a38a36f,Ios App,Ios App,2019-09-21,2021-04-14,2021-04-14,2019-09-21,4.0,1.0,209.97,716.88,[AKTIFCOCUK]
7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f,Desktop,Offline,2019-08-03,2020-09-03,2019-08-03,2020-09-03,1.0,3.0,199.97,59.99,[AKTIFSPOR]
f318a3de-ad06-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-06-08,2020-08-13,2018-06-08,2020-08-13,1.0,1.0,100.74,19.99,[ERKEK]
9b6eb67e-75e6-11ea-b23f-000d3a38a36f,Android App,Offline,2020-04-04,2021-03-28,2020-05-14,2021-03-28,2.0,1.0,199.99,208.46,[AKTIFSPOR]
575164ec-a417-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-13,2021-05-23,2021-05-23,2019-04-13,3.0,1.0,67.99,589.23,[AKTIFSPOR]
32756a80-b022-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-02-23,2020-11-10,2020-11-10,2019-02-23,1.0,1.0,14.99,139.95,[KADIN]
71976318-2aa0-11eb-b280-000d3a38a36f,Android App,Offline,2020-10-13,2021-01-19,2020-11-19,2021-01-19,1.0,2.0,273.95,95.99,"[ERKEK, KADIN, AKTIFSPOR]"
9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f,Android App,Offline,2020-01-13,2021-01-11,2020-12-12,2021-01-11,7.0,2.0,270.85,629.13,"[AKTIFCOCUK, ERKEK, COCUK, AKTIFSPOR]"
16aebb98-d63e-11e9-93bc-000d3a38a36f,Desktop,Desktop,2019-08-20,2021-05-13,2021-05-13,2019-09-05,1.0,2.0,284.97,183.99,[]
1f8c68a2-c565-11ea-9dde-000d3a38a36f,Android App,Offline,2020-07-13,2020-11-03,2020-07-13,2020-11-03,1.0,1.0,40.49,299.0,"[KADIN, AKTIFSPOR]"
ae557c64-5b29-11ea-b304-000d3a38a36f,Android App,Android App,2020-01-23,2020-06-05,2020-06-05,2020-01-30,1.0,2.0,119.98,597.95,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
b0708360-9768-11ea-a9c8-000d3a38a36f,Android App,Offline,2020-05-08,2020-09-18,2020-05-10,2020-09-18,2.0,2.0,260.72,267.91,"[KADIN, AKTIFSPOR]"
5952b580-5b3b-11ea-8569-000d3a38a36f,Mobile,Mobile,2020-01-03,2021-05-24,2021-05-24,2020-06-24,1.0,2.0,139.46,160.99,[KADIN]
83ae5204-ff19-11e9-a5e8-000d3a38a36f,Android App,Android App,2019-08-03,2021-05-26,2021-05-26,2020-02-10,2.0,1.0,70.49,349.95,[]
6817921c-a96a-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-12-25,2021-05-21,2017-02-02,2021-05-21,5.0,3.0,98.91,343.02,[COCUK]
09893098-221e-11ea-8523-000d3a38a36f,Desktop,Desktop,2019-03-16,2021-05-05,2021-05-05,2020-01-12,1.0,3.0,324.96,156.0,[]
37753730-9b69-11ea-a27a-000d3a38a36f,Ios App,Ios App,2020-04-17,2021-03-04,2021-03-04,2020-09-20,7.0,1.0,67.44,2080.52,"[AKTIFCOCUK, COCUK, KADIN]"
6f11ab30-a932-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-11-23,2020-10-01,2020-10-01,2019-10-03,3.0,1.0,189.98,360.73,[AKTIFSPOR]
8d58d24a-a792-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-03-22,2021-02-26,2015-03-22,2021-02-26,1.0,1.0,575.48,43.19,[KADIN]
8c62a1a0-00c4-11ea-a5e8-000d3a38a36f,Mobile,Mobile,2019-11-06,2020-12-09,2020-12-09,2019-11-06,2.0,1.0,283.99,569.81,[AKTIFSPOR]
e3506ca0-a218-11e9-a2fc-000d3a38a36f,Android App,Offline,2019-03-06,2021-04-20,2020-05-18,2021-04-20,2.0,5.0,826.32,126.99,"[KADIN, AKTIFSPOR]"
b6305fbe-5b4f-11ea-bb88-000d3a38a36f,Desktop,Offline,2019-12-29,2020-08-09,2020-05-10,2020-08-09,2.0,3.0,492.96,370.28,[KADIN]
d3fea560-aced-11ea-b736-000d3a38a36f,Mobile,Offline,2020-06-12,2021-01-19,2020-06-12,2021-01-19,2.0,1.0,60.87,265.98,"[ERKEK, KADIN]"
